ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
3255,Global Cookstove Program (Phase 27),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"60,452",Asia,,2022-06-01,2029-05-31
3256,Global Cookstove Program (Phase 28),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"60,452",Asia,,2022-06-01,2029-05-31
3257,Global Cookstove Program (Phase 29),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"60,452",Asia,,2022-06-01,2029-05-31
3242,AGRISOLERO CARBON FARMING IN NORTHERN ITALY,Rivulis,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,Italy,289,Europe,,2022-04-09,2052-04-08
3231,Dongchang Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,712",Asia,,,
3232,Letung Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,777",Asia,,,
3233,Linkao Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,569",Asia,,,
3234,Sanling Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,396",Asia,,,
3226,Padang Tikar Landscape,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under validation,Indonesia,"590,557",Asia,,2017-08-30,2047-08-29
3221,Hesse & Sons Dairy Vermifiltration,"3Degrees Group, Inc","Livestock, enteric fermentation, and manure management",,AMS-III.Y,Under development,United States,"10,000",North America,,2022-09-01,2029-08-31
3210,Bajo Atrato REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0009,Registration and verification approval requested,Colombia,"668,184",Latin America,,2019-10-17,2049-10-16
3211,BISIGNANO AND MESORACA PROJECT OF AFFORESTATION OF THE AGRICULTURAL COMPANY GAIA SRL BAMBOO PLANTS,GAIA s.r.l. Societa Agricola,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Italy,"48,643",Europe,,2022-04-07,2064-04-06
3213,Indigo Ag EU Project No.1,INDIGO CARBON PBC,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Switzerland,"4,021,000",Europe,,2019-11-01,2039-10-31
3215,ASATIQ Vaupés Maloca REDD+ Project,Association of Traditional Indigenous Authorities of Querarí (ASATIQ),Agriculture Forestry and Other Land Use,REDD,VM0009,Registration and verification approval requested,Colombia,"943,225",Latin America,,2019-11-08,2049-11-07
3216,ASATRIZY Vaupés Maloca REDD+ Project,Association of Traditional Indigenous Authorities of the Yapú Zone (ASATRIZY),Agriculture Forestry and Other Land Use,REDD,VM0009,Registration and verification approval requested,Colombia,"355,612",Latin America,,2019-05-30,2049-05-29
3218,Origen Atrato-Baudó REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0009,Registration and verification approval requested,Colombia,"343,528",Latin America,,2019-12-13,2049-12-12
3200,Installation of high efficiency wood burning cookstoves in South Sudan,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Under development,Sudan,"1,788,505",Africa,,2022-07-01,2032-06-30
3201,HENAN SHANGCAI AGRICULTURAL LAND USE MANAGEMENT PROJECT,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration and verification approval requested,China,"107,778",Asia,,2019-06-01,2039-05-31
3202,HENAN RUNAN AGRICULTURAL LAND USE MANAGEMENT PROJECT,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration and verification approval requested,China,"68,967",Asia,,2019-06-01,2039-05-31
3183,Cenzcouh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,286",Asia,,,
3184,Linzgvei Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,129",Asia,,,
3185,Yangzsoz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,081",Asia,,,
3186,Hozbuj Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,293",Asia,,,
3187,Binhyangz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,077",Asia,,,
3188,Hwngzcouh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,024",Africa,,,
3189,Lungzanh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,085",Asia,,,
3190,Sanglinz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,185",Asia,,,
3191,Vujmingzgih Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,012",Asia,,,
3192,Yunghningz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,096",Asia,,,
3193,Cinhcouh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,127",Asia,,,
3194,Lingzsanh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,442",Asia,,,
3196,Paracel ARR Carbon Forestry Project,PARACEL SA,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Paraguay,"182,551",Latin America,,2019-12-12,2069-12-11
3179,Conservation and restoration of the tropical dry forest of the north coast of Peru,Asociación para la Investigación y Desarrollo Integral – AIDER,Agriculture Forestry and Other Land Use,REDD,VM0006,Registration requested,Peru,"605,242",Latin America,,2021-07-01,2041-06-30
3174,Sustainable Agriculture land Management Project by Biowin Agro Research,Biowin Agro Research,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"26,639",Asia,,2017-10-01,2047-09-30
3175,"Biogas Production in Karnal, Haryana.",Multiple Proponents,Waste handling and disposal,,AMS-III.D.; AMS-III.AO.,Registration requested,India,"27,813",Asia,,2021-12-15,2028-12-14
3176,Changlinyan Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,499",Asia,,2018-05-27,2025-05-26
3168,Bangladesh Apon Chula Improved Cookstove Program II,Multiple Proponents,Energy demand,,VMR0006,Registration requested,Bangladesh,"541,746",Asia,,2022-06-24,2032-06-23
3172,"Forest Plantation Project in Ujjain, India",Ujjain Smart City Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,505,Asia,,2019-07-01,2039-06-30
3173,Duzce Landfill Gas (LFG) Capture and Utilization Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.; AMS-III.AO.,Registration request denied,Turkey,"31,122",Middle East,,2020-10-31,2027-10-30
3165,HENAN BIYANG AGRICULTURAL LAND USE MANAGEMENT PROJECT,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"89,473",Asia,,2019-06-01,2039-05-31
3166,ReforesTerra Grouped Project,ReforesTerra – Restauração de Ecossistemas Florestais Ltda,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Brazil,"24,516",Latin America,,2023-01-13,2053-01-12
3167,"AGRICULTURAL LAND MANAGEMENT PROJECT IN BARWANI DISTRICT  (MADHYA PRADESH), INDIA BY GODREJ AGROVET LTD",Godrej Agrovet Limited,Agriculture Forestry and Other Land Use,ALM,VM0017,Registration requested,India,"22,774",Asia,,2020-07-15,2040-07-14
3159,Distribution of energy efficient cookstove in India-3,Greneity Infocom Service Pvt Ltd,Energy demand,,VMR0006,Under development,India,"40,152",Asia,,2021-06-01,2031-05-31
3163,Red Sea Power Wind Farm,Sovereign Carbon Agency,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Djibouti,"242,000",Africa,,2024-01-01,2033-12-31
3157,Distribution of energy efficient cookstoves in India-1,Greneity Infocom Service Pvt Ltd,Energy demand,,VMR0006,Under development,India,"37,417",Asia,,2021-06-01,2031-05-31
3148,Hulin Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,066",Asia,,2018-05-25,2025-05-24
3152,Alto Xingu Grouped REDD+ Project,Ecológica Assessoria Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Brazil,"50,924",Latin America,,2021-07-19,2051-07-18
3146,Afforestation activity on deserted wasteland in the Arab peninsula (Ghaba),Dake Group,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,United Arab Emirates,"752,122",,,2022-11-11,2102-11-10
3144,Bangladesh Apon Chula Improved Cookstove Program I,Multiple Proponents,Energy demand,,VMR0006,Registration requested,Bangladesh,"541,746",Asia,,2022-07-26,2032-07-25
3145,Proyecto REDD++ PANI,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Colombia,"3,553,364",Latin America,,2017-01-01,2026-12-31
3141,Western Amazon REDD+ Grouped Project,CARBON CREDITS CONSULTING S.R.L.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Brazil,"219,250",Latin America,,2019-01-10,2049-01-09
3142,MOZBLUE: BUILDING AFRICA’S LARGEST MANGROVE RESTORATION PROJECT,Blue Forest,Agriculture Forestry and Other Land Use,ARR,VM0033,Under development,Mozambique,"338,957",Africa,,2024-11-15,2084-11-14
3127,Guangxi Cenxi IFM (conversion  of  logged  to  protected  forest)  Project,"Cenxi Rural Investment Co ., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,"222,611",Asia,,2018-01-01,2037-12-31
3118,Baowan Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,901",Asia,,,
3119,Chaoyang Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,666",Asia,,,
3120,Longxin Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,946",Asia,,,
3122,Qixing Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,868",Asia,,,
3117,CO2 CAPTURE AND UTILIZATION IN CONCRETE ADDITIVES,Carbon Upcycling Technologies,Construction; Manufacturing industries,,VM0043,Under development,Canada,"130,723",North America,,2022-09-01,2032-08-31
3114,Developing voluntary carbon market project for Dudhwa Tiger Reserve in India,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0037,Under development,India,"358,584",Asia,,2018-10-01,2048-09-30
3115,Sustainable agricultural practices for carbon sequestration by Organic and Natural farming groups,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0017,Registration and verification approval requested,India,"686,959",Asia,,2017-10-01,2042-09-30
3111,"Pingmei Huanglong New Energy Co., Ltd. Shoushan Coal Mine Gas Power Generation Project","Pingmei Huanglong New Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0008,Under development,China,"433,793",Asia,,2020-10-01,2030-09-30
3098,TabasCO2 Afforestation Project,Forestaciones Operativas de México S.A. de C.V.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Mexico,"195,925",Latin America,,2018-01-01,2047-12-31
3079,Buyi-1 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,711",Asia,,2020-04-10,2027-04-09
3080,"Integrated solid waste Management project by CITADEL at Singrauli, M.P, India",M/S Citadel ISWM Project Singrauli Pvt Limited,Waste handling and disposal,,AMS-III.E.; AMS-III.F.,Registration and verification approval request denied,India,"24,356",Asia,,2020-10-01,2027-09-30
3081,Buyi-2 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,319",Asia,,2020-04-12,2027-04-11
3082,Chiyou-1 Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,826",Asia,,2020-04-07,2027-04-06
3083,Lincheng-1 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,645",Asia,,2020-04-15,2027-04-14
3084,Wuling-1 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,140",Asia,,2020-04-11,2027-04-10
3085,Tunpu Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,288",Asia,,2020-04-07,2027-04-06
3086,Chiyou-2 Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,337",Asia,,2020-04-08,2027-04-07
3087,Lincheng-2 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,293",Asia,,2020-04-15,2027-04-14
3088,Wuling-2 Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,656",Asia,,2020-04-12,2027-04-11
3089,Chiyou-3 Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,572",Asia,,2020-04-07,2027-04-06
3090,Zangke Adjusted Water Management in Rice Cultivation,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"58,993",Asia,,2020-04-07,2027-04-06
3091,Wumeng Adjusted Water Management in Rice Cultivation,"Guizhou Yuanda Carbon Forestry Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,445",Asia,,2020-04-08,2027-04-07
3075,SEREFLIKOCHISAR BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Registration and verification approval requested,Turkey,"149,469",Middle East,,2021-06-10,2028-06-09
3076,Manisa Biogas Energy Plant Project,Multiple Proponents,Waste handling and disposal,,AM0073,Registration and verification approval requested,Turkey,"219,662",Middle East,,2021-06-27,2028-06-26
3073,180 Works High Efficiency Wood Burning Cookstoves - Malawi - Project 1,180.Holdings B.V.,Energy demand,,VMR0006,Under validation,Malawi,"1,420,462",Africa,,2022-01-01,2031-12-31
3071,KARACABEY BIOGAS PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Registration and verification approval requested,Turkey,"177,460",Middle East,,2021-06-27,2028-06-26
3065,Sustainable Agricultural Improvement Practices in Punjab,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0017,Under development,India,"66,175",Asia,,2019-07-08,2039-07-07
3066,GUNEY BIOGAS POWER PLANT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Registration request denied,Turkey,"123,607",Europe,,2020-10-26,2027-10-25
3057,"Tlawan kiwi nak chuchit Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Veracruz to Support Life",BlueMX Mangrove A.C.,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under development,Mexico,"65,946",North America,,2016-06-14,2056-06-13
3053,Sustainable Agricultural Land Management Project by Greneity,Greneity Infocom Service Pvt Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"173,250",Asia,,2022-07-01,2042-06-30
3055,Itaúba REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,"28,655",Latin America,,2021-12-14,2051-12-13
3049,Rio Preto Grouped REDD+ Project,Future Carbon International LLC,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration requested,Brazil,"11,541",Latin America,,2019-05-29,2049-05-28
3033,Global Cookstove Program (EKI Phase 14),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3029,MOTOR VEHICLE REPLACEMENT WITH UTILITY E-BIKE,MOOV TECHNOLOGY (S) PTE. LTD.,Transport,,AMS-III.C.,Under development,Taiwan,"7,727",Asia,,2022-03-31,2029-03-30
3032,Global Cookstove Program (EKI Phase 13),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3034,Global Cookstove Program (EKI Phase 15),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3035,Global Cookstove Program (EKI Phase 16),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3036,Global Cookstove Program (EKI Phase 17),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3037,Global Cookstove Program (EKI Phase 18),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3038,Global Cookstove Program (EKI Phase 19),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3039,Global Cookstove Program (EKI Phase 20),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,"50,552",Asia,,2021-12-01,2028-11-30
3040,RIMBOSCHIMENTO PROGETTO DELLA SOCIETA' AGRICOLA GAIA SRL BAMBOO PLANT,GAIA s.r.l. Societa Agricola,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration request denied,Italy,"2,186,912",Europe,,2019-03-28,2051-03-27
3019,REGENERATING DEGRADED LANDS IN FLORIDA THROUGH PONGAMIA,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under development,United States,"4,133",North America,,2018-07-16,2038-07-15
3012,Agroforestry and Reforestation for Carbon Sequestration in Indonesia,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registration requested,Indonesia,"1,888",Asia,,2021-12-01,2051-11-30
3015,Northern Great Plains Regenerative Grazing Project 2,"Native, a Public Benefit Corporation",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,United States,"17,000",North America,,2022-05-01,2042-04-30
3008,Grouped Captive Solar Power project by Enking International,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration and verification approval request denied,India,"1,630",Asia,,2020-12-17,2027-12-16
3003,Barry Callebaut feed additive grouped project,Barry Callebaut Sourcing AG,"Livestock, enteric fermentation, and manure management",,VM0041,Registration requested,United States,"232,480",North America,,2020-09-01,2027-08-31
3004,Ontario Sustainable Community (OSC),Will Solutions Inc,Energy demand; Waste handling and disposal,,VM0018,Under development,Canada,"7,182,562",North America,,2022-01-01,2028-12-31
2996,NATURE GENERATOR ONE  Northern Mexico Sustainable Grazing Carbon Capture Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM; ARR,VM0026,Under development,Mexico,"152,864",North America,,2022-02-01,2052-01-31
2997,Blue Ocean Barns - Brominata Enteric Methane Demonstration Project,Blue Ocean Barns,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,United States,835,North America,,2022-06-01,2029-05-31
2991,Poultry Litter to CBG Project by M/s Solika Energy Pvt. Ltd.,Solika Energy Pvt. Ltd.,Waste handling and disposal,,AMS-III.D.,Under development,India,"50,159",Asia,,2022-03-31,2029-03-30
2988,TOROS MERAM BIOGAS PLANT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,Turkey,"312,838",Europe,,2020-11-27,2030-11-26
2986,ANATOLIA LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,BIOTREND Cevre ve Enerji Yatirimlari Anonim Sirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.; AMS-III.AO.,Registration request denied,Turkey,"36,353",Middle East,,2019-10-29,2026-10-28
2985,CO2 INJECTION AND USE OF OTHER MATERIALS TO REDUCE CEMENT CONTENT IN CONCRETE,Ozinga,Construction,,VM0043,Under development,United States,"128,114",North America,,2021-06-01,2031-05-31
2980,Feijó REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0015,Registration and verification approval requested,Brazil,"238,463",Latin America,,2019-01-02,2049-01-01
2975,"U' Balam'moo A'kalché ó Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Campeche to Support Life",BlueMX Mangrove A.C.,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under development,Mexico,"667,276",North America,,2016-06-14,2056-06-13
2972,Sustainable Agriculture Land Management Project by Earthallica Naturals,EKI Energy Services Limited,Agriculture Forestry and Other Land Use,ALM,VM0017,Under development,India,"20,000",Asia,,2017-07-01,2027-06-30
2974,Aztlan Blue Carbon Mangrove CONSERVATION project - Conserving the Marismas NACIONALES of Nayarit,BlueMX Mangrove A.C.,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under development,Mexico,"323,590",North America,,2016-06-14,2056-06-13
2952,Not Hot Afforestation project,Not Hot Environmental Solutions,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,Latvia,55,Europe,,2022-04-01,2062-03-31
2953,Malawi Solar Power and Adult Literacy Project,SCB Brokers LLC,Energy demand; Energy distribution; Energy industries (renewable/non-renewable sources),,AMS-I.A.,Under development,Malawi,21,Africa,,2021-11-01,2028-10-31
2934,Boomitra Carbon Farming in the Indo-Gangetic Plains,Boomitra Inc,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"350,000",Asia,,2018-09-01,2038-08-31
2915,Adjusted Water Management in Rice Cultivation in Jiashan County,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,904",Asia,,2018-06-07,2025-06-06
2916,Linjianchun Adjusted Water Management in Rice Cultivation,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,905",Asia,,2018-06-13,2025-06-12
2918,Adjusted Water Management in Rice Cultivation in Changxing County,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,803",Asia,,2018-06-14,2025-06-13
2919,Adjusted Water Management in Rice Cultivation in Western Zhuji City,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,882",Asia,,2018-06-17,2025-06-16
2900,Adjusted Water Management in Rice Cultivation In Daye City,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,949",Asia,,2020-05-03,2027-05-02
2901,Adjusted Water Management in Rice Cultivation In Hanchuan City,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,832",Asia,,,
2906,Adjusted Water Management in Rice Cultivation In Xiaonan District,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,896",Asia,,,
2907,Adjusted Water Management in Rice Cultivation In Yangxin County,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,923",Asia,,2020-05-05,2027-05-04
2893,Liaoyuan Afforestation Project,Envision Energy Co. Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,China,"87,387",Asia,,2017-09-12,2047-09-11
2889,Boomitra Carbon Farming South of the Vindhyas,Boomitra Inc,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,India,"676,391",Asia,,2019-03-01,2039-02-28
2883,Happy Kitchens in Villages of Gujarat and Rajasthan,SDG 13 Ventures Pte. Ltd.,Energy demand,,VMR0006,Under validation,India,"2,515,946",Asia,,2022-02-15,2032-02-14
2881,The NFC Uganda Carbon Landscapes Project,New Forests Company Holdings I Limited,Agriculture Forestry and Other Land Use,ARR; IFM,VM0003; AR-ACM0003,Under validation,Uganda,"74,328",Africa,,2017-07-01,2047-06-30
2877,Adjusted Water Management in Rice Cultivation In Huangpi District,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval request denied,China,"59,935",Asia,,,
2873,Caelus Grouped Project,NFC Green SpA,Agriculture Forestry and Other Land Use,IFM,VM0003,Under validation,Chile,111,Latin America,,2019-12-07,2049-12-06
2874,Proventus Grouped Project,NFC Green SpA,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Chile,"2,301",Latin America,,2020-01-09,2050-01-08
2870,Gairova REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration requested,Brazil,"139,176",Latin America,,2021-07-30,2051-07-29
